playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,total_sca,direct_sca,secondary_sca,direct_pass_sca,direct_balltouch_sca,direct_foul_sca,direct_takeon_sca,direct_cornerawarded_sca,direct_savedshot_sca,direct_shotonpost_sca,direct_goodskill_sca,secondary_pass_sca,secondary_balltouch_sca,secondary_foul_sca,secondary_takeon_sca,secondary_cornerawarded_sca,secondary_savedshot_sca,secondary_shotonpost_sca,secondary_goodskill_sca,SCA/90,adjPEA/90,adjSCA/90,usageRate,attackingInvolvement,teamTotalPEA,teamTotalSCA,RCE
George Earthy,1212165,West Ham United,37,AM,Midfielder,8,42.53,0,0,0,0,0,0,0.01,0,0.0,1900000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3447,499,0.0
Kaden Rodney,1185603,Crystal Palace,7,MC,Midfielder,9,45.92,0,2,0,0,0,0,0.0,0,0.0,195000.0,2,20.0,0,,,,,,,,,,,,,,,,,,,0.0,21.78,0.0,0.001,0.0,3757,568,0.0
Arnaud Kalimuendo,954061,Nottingham Forest,14,ST,Striker,106,46.76,4,5,1,0,1,0,0.03,0,0.44,24000000.0,10,8.49,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,9.08,1.82,0.003,0.004,3445,570,1.333
Jamaal Lascelles,153444,Newcastle United,39,DC,Centerback,25,52.61,1,2,0,0,0,0,0.0,0,0.04,760000.0,3,10.8,0,,,,,,,,,,,,,,,,,,,0.0,10.26,0.0,0.001,0.0,3629,655,0.0
Patrick Roberts,361326,Sunderland,41,RW,Winger,27,44.84,1,4,0,0,0,0,0.02,0,0.03,4099999.0,5,16.67,0,,,,,,,,,,,,,,,,,,,0.0,18.59,0.0,0.001,0.0,3339,465,0.0
Sean Neave,1511675,Newcastle United,39,ST,Striker,13,52.61,1,0,1,0,0,0,0.0,0,0.03,0.0,2,13.85,0,,,,,,,,,,,,,,,,,,,0.0,13.16,0.0,0.001,0.0,3629,655,0.0
Jørgen Strand Larsen,876599,Crystal Palace,7,ST,Striker,2316,45.92,44,175,27,16,10,1,1.11,4,5.32,41000000.0,262,10.18,26,16.0,10.0,10.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,11.08,1.1,0.07,0.046,3757,568,0.657
Zach Abbott,1390490,Nottingham Forest,14,DC,Centerback,165,46.76,0,18,2,2,0,0,0.01,0,0.0,3900000.0,22,12.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,12.83,0.59,0.006,0.002,3445,570,0.333
Igor Júlio,842513,Brighton & Hove Albion,30,DC,Centerback,122,54.08,0,6,0,0,1,0,0.0,0,0.0,9700000.0,6,4.43,0,,,,,,,,,,,,,,,,,,,0.0,4.1,0.0,0.002,0.0,3682,680,0.0
Borna Sosa,357584,Crystal Palace,7,DL,Fullback,99,45.92,1,15,0,0,2,0,0.07,0,0.04,2700000.0,16,14.55,3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,15.84,2.97,0.004,0.005,3757,568,1.25
Callum Marshall,1394099,West Ham United,37,ST,Striker,58,42.53,1,2,2,1,0,0,0.0,0,0.13,2100000.0,6,9.31,0,,,,,,,,,,,,,,,,,,,0.0,10.95,0.0,0.002,0.0,3447,499,0.0
Saša Kalajdžić,870038,Wolverhampton,3,ST,Striker,14,42.82,0,1,1,0,0,0,0.01,0,0.0,3700000.0,2,12.86,0,,,,,,,,,,,,,,,,,,,0.0,15.02,0.0,0.001,0.0,3167,466,0.0
Ben Winterburn,2007889,Bournemouth,60,AM,Midfielder,13,50.18,0,1,0,0,0,0,0.0,0,0.0,320000.0,1,6.92,0,,,,,,,,,,,,,,,,,,,0.0,6.9,0.0,0.0,0.0,3742,614,0.0
Julio Soler,1201520,Bournemouth,60,DL,Fullback,34,50.18,0,3,0,0,0,0,0.01,0,0.0,8300000.0,3,7.94,0,,,,,,,,,,,,,,,,,,,0.0,7.91,0.0,0.001,0.0,3742,614,0.0
Mamadou Sarr,1154657,Chelsea,38,DC,Centerback,107,57.74,1,6,0,0,0,0,0.0,0,0.44,24000000.0,7,5.89,0,,,,,,,,,,,,,,,,,,,0.0,5.1,0.0,0.002,0.0,3277,697,0.0
Souza,1482340,Tottenham Hotspur,33,DL,Fullback,144,50.37,1,2,1,0,3,0,0.04,0,0.02,12400000.0,4,2.5,4,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.48,2.48,0.001,0.007,3597,571,7.0
Marc Guiu,1414933,Chelsea,38,ST,Striker,276,57.74,13,10,1,3,3,1,0.3,0,1.55,11200000.0,27,8.8,6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,7.62,1.7,0.008,0.009,3277,697,1.125
Nayef Aguerd,877102,West Ham United,37,DC,Centerback,180,42.53,2,11,0,0,0,0,0.03,0,0.1,15900000.0,13,6.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.64,0.59,0.004,0.002,3447,499,0.5
Niclas Füllkrug,132645,West Ham United,37,ST,Striker,408,42.53,9,36,6,0,7,0,0.23,0,0.92,3700000.0,51,11.25,8,7.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,13.23,2.07,0.015,0.016,3447,499,1.067
Emil Krafth,150396,Newcastle United,39,DR,Fullback,45,52.61,0,5,1,0,0,0,0.0,0,0.0,810000.0,6,12.0,0,,,,,,,,,,,,,,,,,,,0.0,11.4,0.0,0.002,0.0,3629,655,0.0
James Rowswell,1403130,Tottenham Hotspur,33,DR,Fullback,1,50.37,0,0,0,0,0,0,0.0,0,0.0,1000000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3597,571,0.0
Myles Peart-Harris,980649,Brentford,50,AM,Midfielder,1,47.61,0,0,0,0,0,0,0.0,0,0.0,875000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3707,519,0.0
Nehemiah Oriola,1899611,Brighton & Hove Albion,30,RW,Winger,1,54.08,0,0,0,0,0,0,0.0,0,0.0,195000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3682,680,0.0
Joe Knight,1565348,Brighton & Hove Albion,30,MC,Midfielder,1,54.08,0,0,0,0,0,0,0.0,0,0.0,105000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3682,680,0.0
